,Economy ISO3,Indicator,2009-01-01,2009-01-01 00:00:00,2009-02-01,2009-03-01,2009-04-01,2009-04-01 00:00:00,2009-05-01,2009-06-01,2009-07-01,2009-07-01 00:00:00,2009-08-01,2009-09-01,2009-10-01,2009-10-01 00:00:00,2009-11-01,2009-12-01,2010-01-01,2010-01-01 00:00:00,2010-02-01,2010-03-01,2010-04-01,2010-04-01 00:00:00,2010-05-01,2010-06-01,2010-07-01,2010-07-01 00:00:00,2010-08-01,2010-09-01,2010-10-01,2010-10-01 00:00:00,2010-11-01,2010-12-01,2011-01-01,2011-01-01 00:00:00,2011-02-01,2011-03-01,2011-04-01,2011-04-01 00:00:00,2011-05-01,2011-06-01,2011-07-01,2011-07-01 00:00:00,2011-08-01,2011-09-01,2011-10-01,2011-10-01 00:00:00,2011-11-01,2011-12-01,2012-01-01,2012-01-01 00:00:00,2012-02-01,2012-03-01,2012-04-01,2012-04-01 00:00:00,2012-05-01,2012-06-01,2012-07-01,2012-07-01 00:00:00,2012-08-01,2012-09-01,2012-10-01,2012-10-01 00:00:00,2012-11-01,2012-12-01,2013-01-01,2013-01-01 00:00:00,2013-02-01,2013-03-01,2013-04-01,2013-04-01 00:00:00,2013-05-01,2013-06-01,2013-07-01,2013-07-01 00:00:00,2013-08-01,2013-09-01,2013-10-01,2013-10-01 00:00:00,2013-11-01,2013-12-01,2014-01-01,2014-01-01 00:00:00,2014-02-01,2014-03-01,2014-04-01,2014-04-01 00:00:00,2014-05-01,2014-06-01,2014-07-01,2014-07-01 00:00:00,2014-08-01,2014-09-01,2014-10-01,2014-10-01 00:00:00,2014-11-01,2014-12-01,2015-01-01,2015-01-01 00:00:00,2015-02-01,2015-03-01,2015-04-01,2015-04-01 00:00:00,2015-05-01,2015-06-01,2015-07-01,2015-07-01 00:00:00,2015-08-01,2015-09-01,2015-10-01,2015-10-01 00:00:00,2015-11-01,2015-12-01,2016-01-01,2016-01-01 00:00:00,2016-02-01,2016-03-01,2016-04-01,2016-04-01 00:00:00,2016-05-01,2016-06-01,2016-07-01,2016-07-01 00:00:00,2016-08-01,2016-09-01,2016-10-01,2016-10-01 00:00:00,2016-11-01,2016-12-01,2017-01-01,2017-01-01 00:00:00,2017-02-01,2017-03-01,2017-04-01,2017-04-01 00:00:00,2017-05-01,2017-06-01,2017-07-01,2017-07-01 00:00:00,2017-08-01,2017-09-01,2017-10-01,2017-10-01 00:00:00,2017-11-01,2017-12-01,2018-01-01,2018-01-01 00:00:00,2018-02-01,2018-03-01,2018-04-01,2018-04-01 00:00:00,2018-05-01,2018-06-01,2018-07-01,2018-07-01 00:00:00,2018-08-01,2018-09-01,2018-10-01,2018-10-01 00:00:00,2018-11-01,2018-12-01,2019-01-01,2019-01-01 00:00:00,2019-02-01,2019-03-01,2019-04-01,2019-04-01 00:00:00,2019-05-01,2019-06-01,2019-07-01,2019-07-01 00:00:00,2019-08-01,2019-09-01,2019-10-01,2019-10-01 00:00:00,2019-11-01,2019-12-01,2020-01-01,2020-01-01 00:00:00,2020-02-01,2020-03-01,2020-04-01,2020-04-01 00:00:00,2020-05-01,2020-06-01,2020-07-01,2020-07-01 00:00:00,2020-08-01,2020-09-01,2020-10-01,2020-10-01 00:00:00,2020-11-01,2020-12-01,2021-01-01,2021-01-01 00:00:00,2021-02-01,2021-03-01,2021-04-01,2021-04-01 00:00:00,2021-05-01,2021-06-01,2021-07-01,2021-07-01 00:00:00,2021-08-01,2021-09-01,2021-10-01,2021-10-01 00:00:00,2021-11-01,2021-12-01,2022-01-01,2022-01-01 00:00:00,2022-02-01,2022-03-01,2022-04-01,2022-04-01 00:00:00,2022-05-01,2022-06-01,2022-07-01,2022-07-01 00:00:00,2022-08-01,2022-09-01,2022-10-01,2022-10-01 00:00:00,2022-11-01,2022-12-01,2023-01-01,2023-01-01 00:00:00,2023-02-01,2023-03-01,2023-12-01
2628,SWE,"Headline consumer price inflation, annual",-0.49,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,2.96,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,-0.18,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,8.37,,,,,,,,,,,,,,,,,,,,
2633,SWE,"Producer price inflation, annual",1.14,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,,-2.8,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,-0.92,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,-0.25,,,,,,,,,,,,,,,,10.69,,,,,,,,,,,,,,,,21.19,,,,,,,,,,,,,,,,,,,,
2636,SWZ,"Estimated core consumer price inflation, annual",1.59,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,3.38,,,,,,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,3.88,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,SWZ,"GDP deflator growth rate, annual",9.77,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,8.76,,,,,,,,,,,,,,,,6.53,,,,,,,,,,,,,,,,7.14,,,,,,,,,,,,,,,,5.57,,,,,,,,,,,,,,,,7.22,,,,,,,,,,,,,,,,2.48,,,,,,,,,,,,,,,,2.81,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,
2640,SWZ,"Energy price inflation, annual",11.96,,,,,,,,,,,,,,,,3.37,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,14.39,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,-1.93,,,,,,,,,,,,,,,,-8.25,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,9.71,,,,,,,,,,,,,,,,6.11,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,SWZ,"Food price inflation, annual",10.23,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,,,,13.11,,,,,,,,,,,,,,,,5.69,,,,,,,,,,,,,,,,6.35,,,,,,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,15.07,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,SWZ,"Headline consumer price inflation, annual",7.45,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,6.11,,,,,,,,,,,,,,,,8.94,,,,,,,,,,,,,,,,5.62,,,,,,,,,,,,,,,,5.68,,,,,,,,,,,,,,,,4.95,,,,,,,,,,,,,,,,7.85,,,,,,,,,,,,,,,,6.22,,,,,,,,,,,,,,,,4.81,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,3.72,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,
2647,SYC,"Estimated core consumer price inflation, annual",16.51,,,,,,,,,,,,,,,,-2.29,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,SYC,"GDP deflator growth rate, annual",27.5,,,,,,,,,,,,,,,,-4.2,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,11.06,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,-0.82,,,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,
2651,SYC,"Energy price inflation, annual",31.9,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,-1.93,,,,,,,,,,,,,,,,-8.25,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,9.71,,,,,,,,,,,,,,,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,SYC,"Food price inflation, annual",40.83,,,,,,,,,,,,,,,,-3.78,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,5.96,,,,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,SYC,"Headline consumer price inflation, annual",31.75,,,,,,,,,,,,,,,,-2.4,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,7.11,,,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,-1.01,,,,,,,,,,,,,,,,2.86,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,9.77,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,
2659,SYR,"Official core consumer price inflation, annual",-0.22,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,26.36,,,,,,,,,,,,,,,,50.21,,,,,,,,,,,,,,,,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,SYR,"GDP deflator growth rate, annual",-2.78,,,,,,,,,,,,,,,,7.07,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,SYR,"Energy price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,18.64,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,SYR,"Food price inflation, annual",0.3,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,SYR,"Headline consumer price inflation, annual",2.8,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,36.7,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,TCA,"Headline consumer price inflation, annual",4.1,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,TCD,"Official core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.08,,,,,,,,,,,,,,,,6.56,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,8.23,,,,,,,,,,,,,,,,,,,,
2668,TCD,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,-3.11,,,,,,,,,,,,,,,,-1.03,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,TCD,"GDP deflator growth rate, annual",-9.48,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,8.41,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,-4.17,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,-7.97,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,-0.82,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,-2.76,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,6.96,,,,,,,,,,,,,,,,,,,,
2674,TCD,"Energy price inflation, annual",1.46,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,5.78,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,2.83,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,-0.83,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,-1.83,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,
2677,TCD,"Food price inflation, annual",9.3,,,,,,,,,,,,,,,,-3.82,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,12.34,,,,,,,,,,,,,,,,-1.62,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,2.47,,,,,,,,,,,,,,,,-2.71,,,,,,,,,,,,,,,,-3.72,,,,,,,,,,,,,,,,-1.86,,,,,,,,,,,,,,,,-5.39,,,,,,,,,,,,,,,,9.44,,,,,,,,,,,,,,,,-1.63,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,
2680,TCD,"Headline consumer price inflation, annual",10.12,,,,,,,,,,,,,,,,-2.11,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,6.76,,,,,,,,,,,,,,,,-1.12,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,4.27,,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,-0.77,,,,,,,,,,,,,,,,5.79,,,,,,,,,,,,,,,,,,,,
2683,TGO,"Estimated core consumer price inflation, annual",0.57,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,-0.31,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,TGO,"GDP deflator growth rate, annual",1.58,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,-0.43,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,
2687,TGO,"Energy price inflation, annual",-9.0,,,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,12.77,,,,,,,,,,,,,,,,,,,,
2690,TGO,"Food price inflation, annual",9.5,,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,3.37,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,-4.35,,,,,,,,,,,,,,,,5.88,,,,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,-4.15,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,-0.52,,,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,9.83,,,,,,,,,,,,,,,,13.05,,,,,,,,,,,,,,,,,,,,
2693,TGO,"Headline consumer price inflation, annual",3.71,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,-0.22,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,,7.97,,,,,,,,,,,,,,,,,,,,
2698,THA,"Official core consumer price inflation, annual",-1.09,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,
2699,THA,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,-1.48,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,-0.28,,,,,,,,,,,,,,,,-0.92,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,
2704,THA,"GDP deflator growth rate, annual",0.19,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,3.74,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,-1.04,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,
2706,THA,"Energy price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,-1.02,,,,,,,,,,,,,,,,-1.72,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,
2708,THA,"Food price inflation, annual",4.4,,,,,,,,,,,,,,,,5.44,,,,,,,,,,,,,,,,7.96,,,,,,,,,,,,,,,,4.85,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,,6.64,,,,,,,,,,,,,,,,,,,,
2711,THA,"Headline consumer price inflation, annual",-0.84,,,,,,,,,,,,,,,,3.27,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,-0.85,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,6.08,,,,,,,,,,,,,,,,,,,,
2716,THA,"Producer price inflation, annual",-3.8,,,,,,,,,,,,,,,,9.41,,,,,,,,,,,,,,,,5.45,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,-4.11,,,,,,,,,,,,,,,,-1.18,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,-0.96,,,,,,,,,,,,,,,,-1.6,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,10.38,,,,,,,,,,,,,,,,,,,,
2719,TJK,"Official core consumer price inflation, annual",5.81,,,,,,,,,,,,,,,,5.89,,,,,,,,,,,,,,,,6.03,,,,,,,,,,,,,,,,8.44,,,,,,,,,,,,,,,,5.28,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,7.07,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,TJK,"GDP deflator growth rate, annual",12.72,,,,,,,,,,,,,,,,12.48,,,,,,,,,,,,,,,,13.33,,,,,,,,,,,,,,,,11.87,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,,,,,5.47,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,5.28,,,,,,,,,,,,,,,,4.72,,,,,,,,,,,,,,,,5.02,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,7.88,,,,,,,,,,,,,,,,10.04,,,,,,,,,,,,,,,,,,,,
2721,TJK,"Energy price inflation, annual",4.33,,,,,,,,,,,,,,,,-1.64,,,,,,,,,,,,,,,,-2.23,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,10.32,,,,,,,,,,,,,,,,5.01,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,-5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,TJK,"Food price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,9.24,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,TJK,"Headline consumer price inflation, annual",7.44,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,12.47,,,,,,,,,,,,,,,,5.83,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,,,,,,6.03,,,,,,,,,,,,,,,,5.47,,,,,,,,,,,,,,,,6.04,,,,,,,,,,,,,,,,7.31,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,7.79,,,,,,,,,,,,,,,,8.59,,,,,,,,,,,,,,,,8.92,,,,,,,,,,,,,,,,6.59,,,,,,,,,,,,,,,,,,,,
2726,TJK,"Producer price inflation, annual",-3.4,,,,,,,,,,,,,,,,38.45,,,,,,,,,,,,,,,,29.95,,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,6.71,,,,,,,,,,,,,,,,9.32,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,5.45,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,11.83,,,,,,,,,,,,,,,,,,,,
